#[[Fit Statistics]]
#    # function evals   = 41
#    # data points      = 468
#    # variables        = 3
#    chi-square         = 46355.196
#    reduced chi-square = 99.689
#    Akaike info crit   = 2156.750
#    Bayesian info crit = 2169.196
#[[Variables]]
#    R:           63.3000000 +/- 0.030984 (0.05%) (init= 50.6)
#    SLDsphere:   4.2146e-05 (fixed)
#    SLDmatrix:   7.694e-06 (fixed)
#    sigR:        0.08839824 +/- 0.000631 (0.71%) (init= 0.08839824)
#    i0:          0.02601118 +/- 4.18e-05 (0.16%) (init= 0.02601119)
#    bg:          0.00147369 (fixed)
#[[Correlations]] (unreported correlations are <  0.100)
#    C(R, i0)                     = -0.831 
#    C(R, sigR)                   = -0.722 
#    C(sigR, i0)                  =  0.363 #q / A-1 	 I / cm-1 	 sI / cm-1 	 Imodel / cm-1
0.010562897	37.4111866854	0.0242453716976	36.2119872868
0.011244375	36.9513647223	0.0222498964776	35.691830184
0.011925852	36.15189088	0.0209932922432	35.1603373597
0.012607329	35.5505890216	0.0200149532845	34.6158825873
0.013288806	34.807988539	0.0191406451003	34.0571475807
0.013970283	34.0677504328	0.0183201902181	33.4832067471
0.01465176	33.4348906798	0.0176449105755	32.8935650891
0.015333238	32.6236861238	0.0169875897555	32.288148756
0.016014715	32.0287194109	0.0164263053175	31.6672634114
0.016696192	31.1949001354	0.0157970485625	31.0315221736
0.017377669	30.6124430457	0.0152852578946	30.3817758052
0.018059146	29.7859209829	0.0147876587889	29.7190435604
0.018740624	29.0389881571	0.0143142567552	29.0444556932
0.0194221	28.3290432602	0.0138460426805	28.3592155358
0.020103578	27.5884517018	0.0133950584013	27.6645588727
0.020785056	26.8692341044	0.0129974618952	26.9617548527
0.021466532	26.0948639712	0.0125958197633	26.2520778644
0.02214801	25.3987398499	0.0122266672855	25.5367894124
0.022829486	24.6187805899	0.0118162498112	24.8171488759
0.023510964	23.942122773	0.0114726983435	24.0963152156
0.024192442	23.2156091119	0.0111419596929	23.369999253
0.024873918	22.5322740288	0.0111076480227	22.6447465175
0.025555396	21.715575523	0.0109720189483	21.9199518531
0.026236874	21.0726106838	0.0105766341566	21.1967313683
0.026918352	20.3105512079	0.0100371513231	20.47576458
0.027599826	19.6162531536	0.00974327864808	19.7595479821
0.028281304	18.9247272022	0.00947007387871	19.0476433479
0.028962782	18.1735224632	0.00912987290316	18.3416820199
0.02964426	17.5367446455	0.00884901558011	17.6445406469
0.030325738	16.8301776207	0.00856527281435	16.9521088929
0.031007212	16.2132067693	0.00830438057964	16.2703214713
0.03168869	15.5406343275	0.00802264446087	15.5983526009
0.032154724	14.8331871589	0.0176382786604	15.1405177597
0.032370168	14.8988073706	0.00775494736932	14.9369148845
0.033051646	14.2740950496	0.00751604646859	14.2863402393
0.033733124	13.6282537066	0.00726721128646	13.6483539319
0.034414601	12.9788652952	0.00701333668441	13.0224385072
0.035096076	12.4037064359	0.00677937925029	12.4096877827
0.03521708	12.0773275493	0.0170791724388	12.304546178
0.035777554	11.8394611532	0.00655399635088	11.8122542313
0.036459032	11.2467299957	0.00633226477591	11.226482031
0.037140509	10.6776627827	0.00611266855573	10.6570295017
0.037821987	10.1379376693	0.00596768995159	10.1029392438
0.038279435	9.60190089457	0.0166248362455	9.73606788928
0.038503462	9.60256230493	0.00588448232351	9.5645213567
0.03918494	9.0640047733	0.00574657476822	9.04180919146
0.039866418	8.5931203178	0.00560427838808	8.53578157731
0.040547895	8.09743067478	0.00543774639662	8.04586467361
0.041229373	7.6217645285	0.00526700980279	7.57265500959
0.041341791	7.42164316127	0.0161212729567	7.49778085834
0.041910848	7.17561042152	0.00499065844393	7.1172438569
0.042592326	6.72236597805	0.00473650077098	6.67676852289
0.043273804	6.29006218164	0.00452041666004	6.25433302531
0.043955281	5.87325602261	0.00431127102779	5.84806777961
0.044404143	5.54645686866	0.0156527013704	5.58834018223
0.044636759	5.51431453013	0.0041308871676	5.46043626947
0.045318237	5.12251123967	0.00394134668247	5.08853354546
0.045999712	4.75867189147	0.00375900872213	4.73355775506
0.04668119	4.43181904758	0.00359601440479	4.39486470307
0.047362667	4.09776976412	0.00342671161412	4.07253048318
0.047466499	3.98072816321	0.0150521340343	4.02583084294
0.048044145	3.78775924008	0.00327259763561	3.76692407205
0.048725623	3.49248199154	0.00312634538556	3.47593229453
0.049407098	3.20236634827	0.00297943185681	3.20122368211
0.050088578	2.94169525355	0.00283399247786	2.94128090205
0.050528854	2.75670121766	0.0138118859621	2.78034293979
0.050770056	2.71046812815	0.0027017864703	2.69739185585
0.051451528	2.46149808199	0.00256367951261	2.46738059737
0.052133006	2.25431043238	0.0024394448999	2.25164359262
0.052814484	2.04924807261	0.00231228221957	2.04953394836
0.053495961	1.86791141507	0.00219649972554	1.86077801396
0.05359121	1.81184923858	0.013030888771	1.8359708792
0.054177439	1.67935725884	0.00207649929454	1.68524269052
0.054858917	1.51586636613	0.00196700969506	1.52151941158
0.055540395	1.36296770798	0.00189484531849	1.37018173572
0.056221873	1.22979170423	0.00181782111918	1.23011341989
0.056653565	1.13456101609	0.0124244147261	1.14658273687
0.05690335	1.09423316968	0.00173058967286	1.10174732129
0.057584828	0.979188082767	0.00165048866619	0.983601136596
0.0582663	0.874224525639	0.00156855855924	0.875589946108
0.058947778	0.770144479551	0.00147928752338	0.777129587594
0.059629256	0.687598515672	0.00137387540824	0.687800403616
0.059715921	0.675481908317	0.0118828817337	0.677305785965
0.060310733	0.601990581779	0.00127832491208	0.607224082614
0.060992211	0.528597671399	0.0012020246548	0.53456829483
0.061673689	0.467046798343	0.00112921653409	0.469753279034
0.062355167	0.411370781891	0.00106194435624	0.412041393812
0.06277827	0.381462636802	0.0113740109013	0.379397521211
0.063036644	0.359937450454	0.00100032709606	0.361386198525
0.063718122	0.314856165292	0.000945724979779	0.316886120943
0.0643996	0.278575407219	0.000901054989017	0.278258301756
0.065081078	0.248741169632	0.00085878483354	0.245048577067
0.06576255	0.219924588436	0.000817906388844	0.216855467598
0.065840626	0.21927326714	0.0109530461129	0.213999010137
0.066444027	0.194779890093	0.000782353688933	0.193273189044
0.067125505	0.178688721245	0.000757379015431	0.173878083208
0.067806983	0.160953169761	0.000731574633089	0.158339353734
0.068488461	0.152825076069	0.000707022504558	0.146232879916
0.068902981	0.148851999663	0.0105453198558	0.140366508577
0.069169939	0.141853418798	0.000690752301047	0.137342892957
0.069851416	0.137221582641	0.000679273452972	0.131197435965
0.070532894	0.13321180841	0.00067302370263	0.12751952483
0.071214372	0.130906032465	0.000662835691024	0.126011653816
0.07189585	0.134060948723	0.000663109332653	0.126387585007
0.071965337	0.134181977871	0.0101963335064	0.126525250325
0.072577327	0.138470657659	0.000665550840599	0.128350367708
0.073258799	0.140262858709	0.000667386169541	0.131720068501
0.073940277	0.147644372136	0.000668412325213	0.136192071426
0.074621755	0.153869358779	0.000673737981785	0.14156729751
0.075027692	0.153234575099	0.00980674654834	0.145146178378
0.075303233	0.156107378035	0.000677395478293	0.147653073355
0.07598471	0.164374073464	0.000681845448108	0.15425649526
0.076666188	0.173414323478	0.0006882585675	0.161203996992
0.077347666	0.17987093523	0.000695494172333	0.168345479796
0.078029144	0.188868822714	0.000697159243064	0.175534725367
0.078090048	0.185348996511	0.00948885693759	0.176165184068
0.078710622	0.195980346157	0.000705241414403	0.182627349009
0.079392099	0.206143620282	0.000712140018799	0.189558599946
0.080073571	0.213554803968	0.000715760591939	0.196177081944
0.080755049	0.218232760416	0.000719128697628	0.202419791463
0.081152403	0.215492194021	0.00917968752579	0.205885429486
0.081436527	0.224401643661	0.000723233400209	0.208191951149
0.082118005	0.231106857958	0.000726819645573	0.21345426347
0.082799482	0.23410285801	0.000726511243076	0.218147557005
0.08348096	0.239145071427	0.000728397051625	0.222231654799
0.084162438	0.242394372618	0.000729079989999	0.225673078454
0.084214759	0.23665924693	0.00888617742737	0.225906256167
0.084843916	0.244656345703	0.000727064578286	0.228455690845
0.085525393	0.249270363798	0.000729192433501	0.23054927527
0.086206871	0.250297244903	0.000733567509202	0.23196090591
0.086888349	0.252048224913	0.000752113089796	0.232690734316
0.087277108	0.245849561364	0.00859595042372	0.232798647544
0.087569821	0.250322366866	0.000760353292671	0.232734717784
0.088251299	0.251026620167	0.00077158292722	0.232117576127
0.088932776	0.249887765439	0.000775157253405	0.230857101045
0.089614254	0.246036793045	0.00077703071051	0.228974290707
0.090295732	0.241555353401	0.000776978851991	0.22649864413
0.090339464	0.239204478326	0.00831570794027	0.226324269278
0.09097721	0.23932935836	0.000776530059178	0.223485555353
0.091658688	0.238984333615	0.000779193054011	0.219902935203
0.092340165	0.234411498451	0.000776378558429	0.215854001499
0.093021643	0.229476603718	0.000773201613304	0.211354273897
0.093401819	0.222647107343	0.0080685831721	0.208621757956
0.093703121	0.224932493091	0.000772920910661	0.206446899987
0.094384599	0.218832920706	0.000765827962298	0.201167041532
0.095066071	0.212340192073	0.00076234893624	0.195560821936
0.095747548	0.203955026856	0.000750439523214	0.189667132238
0.096429026	0.199145916351	0.000744783190634	0.183531824389
0.096464175	0.196871272062	0.00781958727293	0.183216511269
0.097110504	0.190533376032	0.000738212494742	0.17718105236
0.097791982	0.186060945452	0.000732769414595	0.170708813715
0.098473459	0.175945088704	0.000721283434803	0.164105014075
0.099154937	0.171301557832	0.000715071694968	0.157421880616
0.099526531	0.166926983676	0.00759072734966	0.153755757259
0.099836415	0.163385235167	0.000708682358097	0.150706790985
0.10051789	0.157871063641	0.000702064674029	0.143981075973
0.10119936	0.149382642343	0.000691503612294	0.137283467368
0.10188085	0.144810182334	0.000686887394298	0.130643211821
0.10256232	0.13406232378	0.000673542222605	0.124093766705
0.10258888	0.134546949643	0.00733626408329	0.123846252166
0.1032438	0.12871137548	0.000666469951558	0.117649568171
0.10392528	0.121310191904	0.000668897566965	0.111378003824
0.10460676	0.116460511053	0.000667925344355	0.105263590055
0.10528823	0.111770457851	0.000668183907326	0.0993367383535
0.10565124	0.105702832873	0.00712314526352	0.0962734942343
0.1059697	0.102684961902	0.000661223446257	0.0936250417149
0.10665119	0.0984001117413	0.000660821416688	0.0881311127519
0.10733266	0.0919510984949	0.000654154141782	0.0828720568643
0.10801414	0.0849547730552	0.000629400375243	0.0778578194628
0.10869561	0.0790955292125	0.000614892560943	0.0730997201685
0.10871359	0.0797871137044	0.00691774813271	0.0729804828139
0.1093771	0.0742485381413	0.000604421799595	0.0685969641276
0.11005857	0.0686654087382	0.000591641253335	0.0643780817992
0.11074005	0.0646127565454	0.000585359295643	0.0604252109558
0.11142153	0.0599269076715	0.000577348125204	0.0567444160197
0.11177595	0.0608382294717	0.00689673473297	0.0549517413123
0.11210301	0.0575762571361	0.000566719062915	0.053340324443
0.11278448	0.052778816677	0.000558238461441	0.0502027335201
0.11346595	0.0488963292923	0.000552440500771	0.0473288882106
0.11414744	0.0474339227573	0.000549031879345	0.04471282808
0.11482891	0.0441614919639	0.000541246525109	0.0423488023928
