#[[Fit Statistics]]
#    # function evals   = 41
#    # data points      = 468
#    # variables        = 3
#    chi-square         = 46355.196
#    reduced chi-square = 99.689
#    Akaike info crit   = 2156.750
#    Bayesian info crit = 2169.196
#[[Variables]]
#    R:           63.3000000 +/- 0.030984 (0.05%) (init= 50.6)
#    SLDsphere:   4.2146e-05 (fixed)
#    SLDmatrix:   7.694e-06 (fixed)
#    sigR:        0.08839824 +/- 0.000631 (0.71%) (init= 0.08839824)
#    i0:          0.02601118 +/- 4.18e-05 (0.16%) (init= 0.02601119)
#    bg:          0.00147369 (fixed)
#[[Correlations]] (unreported correlations are <  0.100)
#    C(R, i0)                     = -0.831 
#    C(R, sigR)                   = -0.722 
#    C(sigR, i0)                  =  0.363 #q / A-1 	 I / cm-1 	 sI / cm-1 	 Imodel / cm-1
0.1148383	0.0434758243422	0.00681274362348	0.0423187034532
0.11551039	0.0410890887259	0.000535595402568	0.0402259453105
0.11619186	0.0384177216233	0.000530735942871	0.0383429422433
0.11687335	0.0357087471901	0.000524832694549	0.0366837488455
0.11755482	0.0333497129606	0.00052166619459	0.035239074558
0.11790066	0.0338787288932	0.00656705357086	0.0345953281332
0.1182363	0.0317486325212	0.000522227985137	0.0339994260196
0.11891778	0.0318773369737	0.000514687255054	0.0329498531887
0.11959926	0.0288316840001	0.000511016779541	0.0320784442679
0.12028073	0.0272810760938	0.000508495335205	0.0313721980978
0.1209622	0.0269686439121	0.000510543469372	0.0308183193623
0.12096301	0.0274055238635	0.00623231579095	0.0308177648859
0.12164369	0.0245993649559	0.000503114776767	0.0304035764108
0.12232516	0.0236038351461	0.000504631172762	0.0301142909958
0.12300664	0.0242973781093	0.000499027456673	0.0299385511272
0.12368811	0.024312007413	0.000498826102809	0.0298630551881
0.12402537	0.0249929793702	0.00604997000515	0.0298640530593
0.1243696	0.024917186601	0.000497214221816	0.0298754840003
0.12505107	0.0244461046608	0.000496237977913	0.0299633631139
0.12573255	0.0234170314365	0.000493512154707	0.0301147169203
0.12641402	0.0225688056863	0.000496614239752	0.030318096454
0.12708772	0.0247737659479	0.00588027461608	0.0305594982527
0.12709551	0.0234833398553	0.000497737279781	0.0305624541637
0.12777698	0.0241817125569	0.000494848225874	0.0308378084143
0.12845845	0.0223147347245	0.000491257948863	0.0311324680261
0.12913994	0.0256056804732	0.00048961257043	0.0314389978305
0.12982141	0.0238244292075	0.000492567220034	0.031748195248
0.13015008	0.025940142184	0.00566956162322	0.0318959798974
0.13050289	0.0251920315691	0.000493929894551	0.0320521823076
0.13118436	0.0241782021642	0.000491463947993	0.0323439796325
0.13186585	0.0240718425616	0.000492846829161	0.0326169931411
0.13254732	0.0244963270591	0.000491527422909	0.032865423202
0.13321244	0.0284777448825	0.00549516528071	0.0330792166943
0.1332288	0.0270589710664	0.000490982308849	0.0330840141547
0.13391027	0.0266857307708	0.000492995498768	0.0332680871718
0.13459175	0.0279696674651	0.000492312114761	0.0334144293714
0.13527323	0.0273335153027	0.000489043484385	0.0335190238076
0.1359547	0.0265273714485	0.000490081960684	0.0335795492375
0.13627479	0.0293257345755	0.00531887759304	0.033589401694
0.13663619	0.0285397697061	0.000488359264048	0.0335941946687
0.13731766	0.0280293587657	0.000493257601112	0.0335612044128
0.13799914	0.0297932979818	0.000502138720643	0.0334801497378
0.13868061	0.0304011157582	0.000507512694971	0.0333506323157
0.13933715	0.0299520647885	0.00515743924649	0.0331800134701
0.1393621	0.0297693442172	0.000509066904951	0.0331728733395
0.14004357	0.029032558392	0.000521314500924	0.0329464909809
0.14072505	0.0298415731732	0.000523823792972	0.0326760485787
0.14140652	0.0301385428028	0.000534938228577	0.03235942838
0.142088	0.0317204945021	0.000534737821914	0.0319995866047
0.1423995	0.0300749024999	0.00498245002706	0.0318179900312
0.14276948	0.0292073670011	0.00054304202074	0.0315988920298
0.14345095	0.0297488908671	0.000543123452894	0.0311585045419
0.14413244	0.0287547635894	0.000551034458781	0.0306819592756
0.14481391	0.0308888046721	0.000558503282531	0.0301717071003
0.14546186	0.0293083361905	0.00481660885715	0.0296574212519
0.14549539	0.0284630525635	0.000563980068942	0.0296308297974
0.14617686	0.029623540317	0.000574002191289	0.0290608983866
0.14685835	0.0288376439394	0.000579173031842	0.0284699725442
0.14753982	0.0262115989503	0.000580248654311	0.0278565455014
0.1482213	0.0272539288816	0.000578474267966	0.0272254839159
0.1485242	0.0279332576316	0.00466837681873	0.0269379491429
0.14890277	0.0256837147503	0.000571752975565	0.0265804220915
0.14958425	0.0242581320377	0.000571999233194	0.0259229031818
0.15026573	0.0275396816955	0.000575262013352	0.025257446933
0.1509472	0.026939260621	0.000568927466598	0.0245866490897
0.15158656	0.0263063879431	0.00451366898129	0.0239542432447
0.15162868	0.0256997503884	0.00058183438485	0.0239137110276
0.15231016	0.0275106253021	0.000613417142701	0.02324007603
0.15299164	0.0247490279843	0.000621901364499	0.0225730781973
0.15367311	0.0227753794311	0.000626000005045	0.0219110687079
0.1543546	0.0238100298475	0.000635315099094	0.0212580075126
0.15464891	0.0232066518222	0.00435647369364	0.0209785562917
0.15503607	0.0241426968842	0.000653877878556	0.0206165731991
0.15571755	0.022097966188	0.000663175725928	0.0199872798559
0.15639902	0.0219830779791	0.000667853608484	0.0193733809922
0.1570805	0.0209353499787	0.000680103599681	0.0187761048247
0.15771127	0.0214797991669	0.00421145841412	0.0182384873852
0.15776198	0.0220864938974	0.000686292919453	0.0181972054861
0.15844345	0.0184799149038	0.000703619274891	0.0176369901896
0.15912493	0.0195871034013	0.000718311559084	0.0170997832608
0.15980641	0.018738455256	0.000716390341587	0.0165836908471
0.16048789	0.0172927947582	0.000738654540704	0.0160905638117
0.16077362	0.0192590001539	0.00407143645479	0.0158910863989
0.16116936	0.0181155299279	0.000730064468056	0.0156212537882
0.16185085	0.0163811725458	0.000750694521112	0.0151627622872
0.16253232	0.0174946039565	0.000751079949221	0.0147394122232
0.1632138	0.0152696793087	0.000760522842811	0.0143407699843
0.16383598	0.0169739590643	0.00393376665661	0.0139991086926
0.16389527	0.0192726181005	0.000788159449588	0.0139683474493
0.16457675	0.0161264283481	0.000781684874893	0.0136064039112
0.16525823	0.0153675617258	0.000808811222449	0.0132803248344
0.1659397	0.0159365576588	0.000814269479535	0.0129811606574
0.16662118	0.0163288695128	0.000831575487763	0.0127091834388
0.16689833	0.0149090052677	0.00379816494507	0.012608045245
0.16730266	0.0120215244973	0.000839140322057	0.0124551773631
0.16798414	0.0130625660936	0.000848477090001	0.0122287260513
0.16866561	0.013439799401	0.000850731809114	0.012022347595
0.1693471	0.0123555437348	0.000889566565853	0.011833232712
0.16996069	0.0131716131404	0.00370812390012	0.0116775305238
0.17302305	0.011789510019	0.00365669891003	0.0110359858473
0.1760854	0.0107271465227	0.00357164398764	0.0106533976186
0.17914776	0.0100874751024	0.00348333654491	0.0104265657716
0.18221011	0.0092006185924	0.00338048362307	0.0102501339152
0.18527247	0.0085805326722	0.00327466940854	0.0100589714242
0.18833482	0.0082883542464	0.00310266802579	0.00980955729955
0.19139718	0.0083575367225	0.00294517245945	0.00948255575714
0.19445953	0.0081667565092	0.00281169290646	0.00907909722857
0.19752188	0.0083444953654	0.00268170034232	0.00861520496375
0.20058424	0.0086906305635	0.00257037067438	0.00811559558301
0.20364659	0.0079074378675	0.00245283955596	0.00760783890478
0.20670896	0.0079809669627	0.00233931417138	0.0071175629191
0.2097713	0.0072303707393	0.00223869827125	0.00666514958417
0.21283367	0.0072351118149	0.00213295623978	0.00626392668189
0.21589601	0.0064892611558	0.00203798406526	0.00591984252391
0.21895838	0.00604001021	0.00194735728955	0.00563218507312
0.22202072	0.0060405047742	0.00185619727895	0.00539510557045
0.22508307	0.0053950088273	0.00176674057597	0.00519944247352
0.22814543	0.0055539958558	0.00168472585729	0.00503459863144
0.23120778	0.0045978578679	0.00159928847265	0.00489015907647
0.23427014	0.0045894087617	0.0015227716726	0.00475710295338
0.23733249	0.0041794817902	0.00144433382703	0.00462855291262
0.24039485	0.0039177426782	0.00137275688577	0.00450005813923
0.2434572	0.0041766180474	0.00129812499837	0.0043686048386
0.24651957	0.0041882363614	0.00123094130959	0.00423582402218
0.24958191	0.0036888756412	0.00118672561226	0.00410209167666
0.25264428	0.0036719218586	0.00113934727459	0.00396947024806
0.25570662	0.0037667916604	0.0010857020942	0.00384030798594
0.25876899	0.0035287070032	0.00103634156972	0.00371678460532
0.26183133	0.0031536506528	0.000986039667074	0.00360061582989
0.2648937	0.0035619212203	0.000930879146817	0.00349287791219
0.26795604	0.0036053678269	0.000865914840346	0.00339398199576
0.27101839	0.0032699162306	0.000808238782646	0.00330372988422
0.27408075	0.003209105339	0.000760177916926	0.00322145151273
0.2771431	0.0031150810086	0.000716616151807	0.00314616841792
0.28020546	0.0031443227796	0.000675394644942	0.00307675875386
0.28326781	0.0030622387298	0.000637921986882	0.00301210632018
0.28633018	0.0030778467801	0.000604672722549	0.00295121043923
0.28939252	0.002661730034	0.000576859224246	0.00289326017874
0.29245489	0.0027445502388	0.000551910712925	0.00283766143838
0.29551723	0.0025490183136	0.000526029389575	0.00278403894195
0.2985796	0.0024578654096	0.000504832235382	0.00273220305661
0.30164194	0.0026787412432	0.000490030325037	0.00268211074473
0.30470431	0.0024784377227	0.000474294369243	0.00263381133498
0.30776665	0.0023365286737	0.00046074750954	0.0025874028958
0.31082902	0.0023637281433	0.000451035523381	0.00254298750148
0.31389136	0.0021830645655	0.000443734101514	0.00250064525206
0.31695373	0.0025388369139	0.000438842013342	0.0024604121344
0.32001607	0.0025529039712	0.00043294014142	0.00242227633255
0.32307842	0.0020864843896	0.000433463123898	0.00238617651878
0.32614079	0.0024731573739	0.000433276701	0.00235201188735
0.32920313	0.0025658658602	0.000433553690217	0.00231965418012
0.3322655	0.0021899670388	0.000434853836934	0.00228895854562
0.33532784	0.0024985476789	0.000438593676623	0.00225977847586
0.33839021	0.0022332355678	0.000439312077319	0.00223197320923
0.34145255	0.0015660589054	0.000441725749576	0.00220541736292
0.34451492	0.0021986576573	0.000446377272403	0.00218000265837
0.34757726	0.0020775086478	0.000450186721609	0.00215564142594
0.35063963	0.0017998878127	0.000451131940143	0.00213226343245
0.35370197	0.0017425839028	0.000454620650058	0.00210981532051
0.35676434	0.0020435057088	0.000459028065445	0.00208825514475
0.35982668	0.0020318770133	0.000462353822035	0.00206755050414
0.36288905	0.0015959544226	0.00046378975233	0.0020476732235
0.3659514	0.0017323235653	0.000466007420133	0.00202859816739
0.36901374	0.0021467077839	0.000467711382918	0.00201029983197
0.37207611	0.002270479712	0.000468842871933	0.00199275128705
0.37513845	0.0022576142764	0.000471711308882	0.00197592442496
0.37820082	0.0023082892949	0.000469429777331	0.00195978858677
0.38126316	0.0017317026819	0.000468256888977	0.00194431242726
0.38432553	0.0020416234238	0.00046908792694	0.00192946326634
0.38738787	0.0016926173829	0.000472377731121	0.00191520914371
0.39045024	0.0015562932891	0.000483495994385	0.00190151832467
0.39351258	0.0022594102008	0.000487972845311	0.00188836108821
0.39657495	0.0020939901264	0.000495210437797	0.00187570902783
0.39963729	0.0014878721391	0.00049834141851	0.0018635363735
0.40269966	0.0017379084233	0.000498638557249	0.0018518190243
0.405762	0.001807782973	0.000497758652691	0.00184053548081
0.40882435	0.0021519365371	0.000498940781498	0.00182966572295
0.41188674	0.0017910941323	0.000500059118281	0.00181919146147
0.41494908	0.0014625610616	0.00049859908311	0.00180909625578
0.41801143	0.0019741963041	0.000496193785086	0.00179936423738
0.42107377	0.0017604027226	0.000496555590772	0.00178998072672
0.42413611	0.0019435720234	0.00049379366318	0.00178093165214
0.42719851	0.0017257352786	0.000490060449717	0.0017722033796
0.43026085	0.0015517382727	0.000482738905513	0.00176378333085
0.43332319	0.0015365298578	0.000479783858056	0.00175565879768
0.43638554	0.0020722472246	0.000474599427576	0.00174781761421
0.43944793	0.0018592340185	0.000473504333116	0.00174024802311
0.44251027	0.0016079367706	0.000465594382206	0.00173293902071
0.44557261	0.0017765486299	0.000461616925612	0.00172587966461
0.44863496	0.0015863890422	0.000457761085256	0.00171905957038
0.45169735	0.0011766602742	0.000455126723205	0.00171246881489
0.45475969	0.0014832707742	0.000447498997698	0.00170609822621
0.45782204	0.0015642341672	0.000445908435902	0.00169993875025
0.46088438	0.0017603737028	0.000437724594806	0.0016939819483
0.46394677	0.0017119280733	0.00043308381794	0.0016882196712
0.46700912	0.001980342365	0.000434295055098	0.00168264447914
0.47007146	0.0012878175751	0.000435331443954	0.00167724906719
0.4731338	0.001627423009	0.000436027694517	0.00167202651322
0.47619615	0.0013831612775	0.000431225479255	0.00166697022076
0.47925854	0.0015312642816	0.000431748909724	0.00166207387217
0.48232088	0.0018207598506	0.000426990655755	0.00165733162962
0.48538322	0.0017331115321	0.0004118895244	0.00165273766956
0.48844557	0.0013967152319	0.000403002771595	0.00164828646731
0.49150796	0.0016766105779	0.000397442976985	0.00164397271657
0.4945703	0.0017065265193	0.000389069484739	0.00163979150662
0.49763265	0.0018788610472	0.000385683962395	0.00163573790649
0.50069499	0.0018280962801	0.000380096419896	0.00163180728782
0.50375738	0.0015243893031	0.000375689954968	0.00162799512082
0.50681973	0.001244271654	0.00036929556419	0.00162429725672
0.50988207	0.0015371124004	0.000366229808967	0.00162070956514
0.51294441	0.0018161388588	0.000365234097465	0.00161722810531
0.51600676	0.0020053539661	0.000362207236374	0.00161384909979
0.51906915	0.0015296122576	0.000359588273083	0.00161056891481
0.52213149	0.0016209646931	0.000355213583108	0.00160738419854
0.52519383	0.001376544109	0.000350057951874	0.00160429157996
0.52825618	0.0012521637171	0.000350506695996	0.00160128786098
0.53131857	0.001550918216	0.00034651105832	0.00159836996466
0.53438091	0.0016801429746	0.000345938226155	0.00159553505709
0.53744326	0.0016976251681	0.000341297563614	0.00159278026757
0.5405056	0.0013574879918	0.00034236476759	0.00159010290659
0.54356799	0.0015723773135	0.000342545501712	0.00158750032815
0.54663033	0.0019267882362	0.000339823087044	0.00158497012992
0.54969268	0.0019072393981	0.000340556743432	0.00158250986313
0.55275502	0.0014799599792	0.000336856790636	0.00158011723168
0.55581741	0.0015168829671	0.000335613333652	0.00157778997122
0.55887976	0.0013746535718	0.000332441672611	0.00157552602046
0.5619421	0.0018908493336	0.000332207739768	0.00157332330418
0.56500444	0.0017046670216	0.000331771447287	0.00157117983524
0.56806679	0.0019694804392	0.000330703717069	0.00156909370119
0.57112918	0.0013893425126	0.000331683402355	0.0015670630531
0.57419152	0.0013302284158	0.000331360263803	0.0015650861899
0.57725387	0.0017135658204	0.000329061333837	0.00156316137282
0.58031621	0.0012801228292	0.000330354315964	0.00156128697321
0.5833786	0.0010754874309	0.000329480336113	0.0015594613788
0.58644094	0.0015977106267	0.000331290698544	0.00155768313407
0.58950329	0.0018328196994	0.000330358362298	0.00155595073925
0.59256563	0.0015051695359	0.000328415395749	0.00155425433508
0.59562802	0.0014341339425	0.00032938532097	0.00155260947697
0.59869037	0.0014640400669	0.000332414221445	0.00155100640996
0.60175271	0.0014881925148	0.000332208817561	0.00154944385205
0.60481505	0.00117885154	0.000331660231893	0.0015479205715
0.60787745	0.0016412703179	0.000332541569458	0.00154643536029
0.61093979	0.0017408708147	0.000332359040176	0.00154498714313
0.61400213	0.0015297786684	0.000332574097379	0.00154357479189
0.61706448	0.0016450824437	0.000333428463985	0.00154219723957
0.62012682	0.0020025301114	0.000338866893051	0.0015408534702
0.62318921	0.0012512173464	0.00034462708432	0.00153954246926
0.62625155	0.0015871827758	0.000346299387999	0.0015382633263
0.6293139	0.0017956429469	0.000351122576833	0.00153701509238
0.63237624	0.0015194861586	0.000354888725601	0.00153579688068
0.63543863	0.0017163313951	0.000360951236833	0.00153460780565
0.63850098	0.001312336826	0.00036364086001	0.00153344707127
0.64156332	0.0021032619563	0.000367297468373	0.00153231386025
0.64462566	0.001525484062	0.00036891248471	0.00153120738616
0.64768806	0.0012764446671	0.000372145002113	0.00153012687455
0.6507504	0.0017575175919	0.000377282414058	0.00152907164152
0.65381274	0.0016300397627	0.000380565567294	0.00152804096042
0.65687509	0.0018739196738	0.000385829460539	0.00152703414285
0.65993748	0.0021416449847	0.000389807171377	0.00152605051958
0.66299982	0.0018387118061	0.000390668050685	0.00152508948232
0.66606216	0.0020105901683	0.000389730956134	0.00152415039622
0.66912451	0.0016641433417	0.000387312053072	0.00152323265833
0.67218685	0.0017195943851	0.000387526109784	0.00152233569397
0.67524924	0.0015555734729	0.000386966829644	0.00152145892462
0.67831159	0.002038589037	0.000386359772231	0.00152060183358
0.68137393	0.0014506287124	0.000391128625423	0.00151976388522
0.68443627	0.0014629836454	0.000409764955331	0.00151894456426
0.68749866	0.0016321085337	0.000415908216506	0.0015181433631
0.69056101	0.0012925886992	0.000419160508092	0.00151735982734
0.69362335	0.001910583673	0.0004260187288	0.00151659348446
